,gas_key,gas_lat,gas_long,exit_name,exit_lat,exit_long,distance_to_nearest_exit,interstate
0,1011,47.5837488,-122.3287501,164 A,47.5848605,-122.3199879,0.416,I5
1,1759,47.5748482,-122.3293981,nan,47.5746066,-122.3201871,0.4302,I5
2,446,47.5800062,-122.3295799,163 B,47.5793559,-122.3193023,0.4817,I5
3,1185,47.5745865,-122.3296264,nan,47.5746066,-122.3201871,0.4405,I5
4,1217,47.6760544,-122.3190192,nan,47.6769065,-122.320662,0.0966,I5
5,1115,47.7088482,-122.3317952,nan,47.7084293,-122.3303797,0.072,I5
6,59,47.7084323,-122.3322502,nan,47.7084293,-122.3303797,0.0871,I5
7,8,47.6060396,-122.3241049,165,47.6037532,-122.3268247,0.2027,I5
8,1221,47.5956502,-122.3268603,2 A,47.5922816,-122.3261897,0.2351,I5
9,1900,47.6833425,-122.3177418,171,47.6836175,-122.3226278,0.2283,I5
10,1293,47.8174755,-122.2929999,nan,47.8162173,-122.2884729,0.2276,I5
11,1292,47.8176655,-122.2926942,nan,47.8162173,-122.2884729,0.2202,I5
12,2052,47.8180978,-122.2918857,nan,47.8162173,-122.2884729,0.2051,I5
13,2145,47.6610693,-122.3180578,nan,47.6583538,-122.3219783,0.262,I5
14,245,47.7768975,-122.3135036,nan,47.778466,-122.3172563,0.2054,I5
15,719,47.8204401,-122.2703084,nan,47.8232296,-122.2759209,0.3243,I5
16,514,47.7772935,-122.3130353,nan,47.778466,-122.3172563,0.2123,I5
17,1212,47.7083168,-122.3344069,nan,47.7084293,-122.3303797,0.1876,I5
18,1317,47.6615481,-122.3267467,nan,47.6583538,-122.3219783,0.3133,I5
19,1726,47.6904792,-122.3226863,172,47.6855752,-122.3244676,0.3492,I5
20,1215,47.6610403,-122.3169288,nan,47.6583538,-122.3219783,0.2998,I5
21,448,47.8209454,-122.2662924,182,47.8255503,-122.2701076,0.3645,I5
22,77,47.6648266,-122.3280501,nan,47.6680396,-122.3225548,0.339,I5
23,1512,47.8060477,-122.2920518,nan,47.8104498,-122.2984,0.4239,I5
24,1118,47.8495803,-122.2623638,183,47.8537439,-122.2555751,0.4269,I5
25,607,47.6629109,-122.3144444,nan,47.6583538,-122.3219783,0.4718,I5
26,311,47.8216648,-122.293126,nan,47.8162173,-122.2884729,0.4344,I5
27,23,47.6251789,-122.3203029,166,47.623249,-122.3287142,0.4142,I5
28,1298,47.8208542,-122.262585,182,47.8255503,-122.2701076,0.477,I5
29,1076,47.6058679,-122.317069,nan,47.6018307,-122.3243917,0.4412,I5
30,1513,47.7993458,-122.3224035,179,47.7950914,-122.3154785,0.436,I5
31,998,47.8500569,-122.2542202,183,47.8537439,-122.2555751,0.2627,I5
32,1248,47.6143358,-122.3205159,166,47.613159,-122.3300795,0.4533,I5
33,2085,47.7749606,-122.3095029,nan,47.778466,-122.3172563,0.4344,I5
34,94,47.8206266,-122.2982662,nan,47.8162173,-122.2884729,0.5477,I5
35,2096,47.5624993,-122.3298991,162,47.5614353,-122.3220541,0.3735,I5
36,1340,47.7772584,-122.3081065,nan,47.778466,-122.3172563,0.4334,I5
37,636,47.8499877,-122.2521912,183,47.8537439,-122.2555751,0.3036,I5
38,1138,47.8337584,-122.2752283,181,47.8317003,-122.2629887,0.5859,I5
39,1898,47.5944641,-122.3101247,3,47.5927191,-122.3121305,0.1527,I5
40,1024,47.8362167,-122.2713048,181,47.8317003,-122.2629887,0.4967,I5
