,gas_key,gas_name,gas_lat,gas_long,traff_cnt_10m_avg,traff_cnt_10m_max,traff_cnt_5m_avg,traff_cnt_5m_max
94,94,Arco,47.8206265975452,-122.2982662,38749.75555555556,199000,39533.846153846156,187000
95,95,Arco,46.7262007975452,-122.9745094,20959.684210526317,75000,19425.849056603773,75000
96,96,Arco,47.1508715975452,-122.2934345,40194.29347826087,219000,37192.857142857145,104000
97,97,Arco,46.9693500975452,-123.8245127,9917.368421052632,27000,10258.387096774193,27000
98,98,Arco,46.6647384975452,-120.5213968,14497.878787878788,51000,12828.666666666666,50000
99,99,Arco,47.0960426975452,-122.3559758,38742.74509803922,190000,35976.31578947369,90000
100,100,Arco,47.8900744975452,-122.285691,34499.4019138756,187000,36408.52760736196,182000
101,101,Arco,47.6823549975452,-122.1434772,45967.412280701756,201000,48819.22222222222,181000
102,102,Arco,47.0656862975452,-122.7222738,38157.27848101266,146000,39953.0,128000
103,103,Arco,45.7091239975452,-122.5531658,30048.45425867508,145000,26169.072164948455,117000
104,104,Arco,46.5709654975452,-120.5098608,14272.027027027027,51000,16100.0,51000
105,105,Arco,47.9635064975452,-122.2113097,33683.79746835443,182000,30890.866666666665,182000
106,106,ARCO,47.7043385975452,-122.1754757,45473.44,201000,47489.64601769912,181000
107,107,ARCO,47.7341621975452,-122.3104218,43498.46,201000,41733.757225433525,199000
108,108,ARCO,47.8685492975452,-121.776283,18152.0,46000,14855.555555555555,23000
109,109,ARCO,46.3092032975452,-119.9780366,9218.214285714286,28000,9965.161290322581,28000
110,110,ARCO,47.0526876975452,-122.2942348,32146.236559139787,97000,24818.18181818182,41000
111,111,ARCO,46.7300653975452,-120.7074431,9111.111111111111,21000,4714.285714285715,9800
112,112,ARCO,47.5671349975452,-121.8883743,25425.185185185186,107000,23047.073170731706,67000
113,113,ARCO,47.4485215975452,-122.1537127,38298.22,220000,49530.47619047619,167000
114,114,ARCO,47.4813655975452,-122.3487698,48143.00458715596,240000,34108.88324873096,220000
115,115,ARCO,47.1117490975452,-122.2928594,37682.096069868996,190000,37220.93023255814,97000
116,116,ARCO,46.6471458975452,-122.9568898,19398.571428571428,75000,22564.5,75000
117,117,ARCO,48.7142780975452,-122.4777528,22109.396551724138,69000,22914.722222222223,69000
118,118,ARCO,48.7948362975452,-122.4855668,19536.083916083917,69000,24905.194805194806,69000
119,119,ARCO,48.9406947975452,-122.4859331,12634.4,49000,8562.307692307691,18000
120,120,ARCO,47.7659670975452,-122.210435,41039.66,199000,42176.41509433962,157000
121,121,ARCO,47.1813362975452,-122.4337542,40489.81776765376,219000,49783.87096774193,219000
122,122,ARCO,47.3583163975452,-122.1658442,38954.42013129103,220000,34692.566371681416,129000
123,123,ARCO,46.8019079975452,-123.0126769,17703.29411764706,75000,21757.894736842107,68000
124,124,ARCO,47.1677094975452,-122.152847,30942.17391304348,104000,22794.117647058825,62000
125,125,ARCO,47.1777592975452,-122.1872514,32893.23741007194,188000,34856.52173913043,104000
126,126,ARCO,47.2034920975452,-122.2437794,37338.51458885942,219000,35243.58974358974,104000
127,127,ARCO,47.1662399975452,-122.4841115,42628.53723404255,219000,46947.4358974359,190000
128,128,ARCO,47.2886904975452,-122.1929283,35719.10891089109,205000,33211.89189189189,129000
129,129,ARCO,47.5384558975452,-122.0359822,38730.769230769234,185000,34136.96428571428,111000
130,130,ARCO,47.5515933975452,-122.0596399,39548.149253731346,185000,25698.051948051947,111000
131,131,ARCO,47.6277945975452,-122.1675135,50721.78861788618,240000,46545.0,185000
132,132,ARCO,47.7539873975452,-122.1661679,41499.44329896907,199000,48493.023255813954,181000
133,133,ARCO,47.8784911975452,-122.2064099,34034.593406593405,187000,37898.67924528302,182000
134,134,ARCO,47.0537515975452,-120.6619848,15060.0,33000,11933.333333333334,32000
135,135,ARCO,46.3447958975452,-120.1798671,10230.933333333332,29000,9845.833333333334,26000
136,136,ARCO,46.5627193975452,-120.4756524,14367.755102040815,51000,16245.747126436781,51000
137,137,ARCO,46.9328874975452,-122.5891944,11857.142857142857,22000,12316.666666666666,22000
138,138,ARCO,47.2505376975452,-122.4627113,42479.509345794395,219000,42878.08139534884,219000
139,139,ARCO,47.3866326975452,-122.1864208,38397.14,220000,39828.43137254902,196000
140,140,ARCO,47.6539171975452,-122.6767302,21263.756613756614,83000,19986.25,60000
141,141,ARCO,47.9255185975452,-122.2242794,35061.37362637363,187000,36580.24096385542,182000
142,142,ARCO,47.9934160975452,-122.2015591,32690.0,182000,36714.05172413793,182000
143,143,Astro,46.9708002975452,-119.0393259,5758.75,13000,6950.0,9500
144,144,Astro,46.9765548975452,-120.5428921,11640.238095238095,33000,12009.0,33000
145,145,Astro,46.1373038975452,-122.9367196,18646.08695652174,72000,16714.903846153848,72000
146,146,Astro,46.1372165975452,-122.9367947,18646.08695652174,72000,16714.903846153848,72000
147,147,Astro,48.1347618975452,-122.1833792,29886.923076923078,138000,34240.38461538462,123000
148,148,Bailey's Corner Store,47.9317332975452,-122.389441,35085.63218390805,187000,13995.454545454546,35000
149,149,Baker Bear Grocery,48.8034720975452,-122.398725,19535.652173913044,69000,24821.153846153848,69000
150,150,Bakerview Shell,48.7891033975452,-122.4430444,20116.8115942029,69000,25494.285714285714,69000
151,151,Ball Auto,47.2647642975452,-122.4495015,40971.152993348114,219000,41902.5,219000
152,152,Bayview Mobil,48.0008468975452,-122.4592936,14500.0,39000,10362.5,13000
153,153,B&B Gas & Groceries,45.7074263975452,-122.6898814,30144.557823129253,134000,35397.619047619046,134000
154,154,Beaver Trap Junction,48.6419129975452,-118.7368121,1421.6666666666667,2500,1476.3636363636363,2500
155,155,Beeline Automotive,46.0382253975452,-118.388315,6711.632653061224,18000,8262.5,18000
156,156,Bills Gas,47.8398120975452,-120.004349,5653.9473684210525,12000,6684.0,12000
157,157,Boat Fueling Station,48.4924590975452,-122.6793859,15289.473684210527,34000,12375.0,23000
158,158,BP,47.7618112975452,-122.131077,42514.895833333336,199000,43415.38461538462,157000
159,159,Brinnon Fuels,47.6937719975452,-122.897503,16678.0,60000,2966.6666666666665,3200
160,160,B TOWN 76,47.4701892975452,-122.3344006,47233.5201793722,240000,35862.32227488152,220000
161,161,Bush,46.8901877975452,-117.3653794,5047.6,10000,5662.777777777777,10000
162,162,Cenex,46.2531614975452,-119.8803882,8869.49152542373,28000,9528.57142857143,28000
163,163,Cenex,46.8883472975452,-117.3638373,5047.6,10000,5662.777777777777,10000
164,164,CENEX,47.0832883975452,-119.8594695,5819.75,16000,5685.172413793103,16000
165,165,Cenex TRENT CARDTROL,47.6633056975452,-117.3717069,25210.748031496063,122000,32182.79661016949,122000
166,166,CFN,46.5810841975452,-120.4730299,14195.03355704698,51000,15857.403846153846,51000
167,167,CFN,46.6071279975452,-122.9056643,18914.864864864863,75000,21929.36170212766,70000
168,168,CFN,47.2009477975452,-121.9852008,12663.157894736842,44000,10227.777777777777,22000
169,169,CFN,47.2338613975452,-122.3371813,39765.5,219000,43036.50793650794,219000
170,170,Chesaw Highland Store,48.9452061975452,-119.0514345,0.0,0,0.0,0
171,171,Cheveron,45.6928745975452,-121.8861402,5790.0,7900,6125.0,7900
172,172,Cheveron,45.8504322975452,-122.7050677,28610.10101010101,126000,30664.864864864863,107000
173,173,Chevron,47.2222451975452,-122.4754357,40967.463768115944,219000,45415.02564102564,219000
174,174,Chevron,48.9977979975452,-122.7491203,5195.217391304348,21000,3969.0,11000
175,175,Chevron,48.8242410975452,-122.2146149,6075.757575757576,12000,7130.0,11000
176,176,Chevron,47.2392200975452,-122.3578584,39766.9,219000,42985.5421686747,219000
177,177,Chevron,48.7561324975452,-122.4630397,20920.992366412214,69000,23464.634146341465,69000
178,178,Chevron,47.1920392975452,-122.4205524,40821.97396963124,219000,47787.5,219000
179,179,Chevron,46.1980084975452,-123.3684381,2229.230769230769,4200,2120.0,4200
180,180,Chevron,46.8907301975452,-117.3640119,5047.6,10000,5662.777777777777,10000
181,181,Chevron,46.0404941975452,-118.6687693,8200.0,8500,8375.0,8500
182,182,Chevron,46.3089844975452,-120.0206434,9457.241379310344,28000,10167.407407407407,28000
183,183,Chevron,47.2330617975452,-119.8536569,6617.428571428572,15000,9861.538461538461,15000
184,184,Chevron,46.1848835975452,-122.9060941,17199.403973509932,72000,19526.25,59000
185,185,Chevron,47.4795601975452,-122.2200035,44702.66,240000,50502.9702970297,220000
186,186,Chevron,47.7546598975452,-122.1594972,41733.875802997856,199000,48710.58823529412,181000
187,187,Chevron,47.8833478975452,-122.2799451,34205.06756756757,187000,36727.96610169492,182000
188,188,Chevron,47.8621322975452,-121.8133377,18350.0,46000,17400.0,23000
189,189,Chevron,47.0399304975452,-122.8914419,32125.723270440252,133000,35324.1,133000
190,190,Chevron,46.3278759975452,-119.999631,9736.07142857143,28000,9875.714285714286,28000
191,191,Chevron,46.3751781975452,-120.3275735,10467.213114754099,29000,10743.589743589744,29000
192,192,Chevron,46.7269699975452,-120.6951666,10617.391304347826,33000,4714.285714285715,9800
193,193,Chevron,46.5538927975452,-122.27573,3554.5454545454545,5100,3420.0,5100
194,194,Chevron,46.6463652975452,-122.9552459,19398.571428571428,75000,23709.661016949154,75000
195,195,Chevron,47.1949619975452,-120.9407675,11844.406779661016,36000,11174.146341463415,36000
196,196,Chevron,47.2141050975452,-121.9893426,12905.0,44000,10705.882352941177,22000
197,197,Chevron,47.5196788975452,-120.4537074,13331.587301587302,40000,22333.333333333332,25000
198,198,Chevron,47.8675865975452,-121.7770348,18152.0,46000,15500.0,23000
199,199,Chevron,47.0609871975452,-122.7412698,37132.608695652176,134000,38856.48148148148,128000
200,200,Chevron,47.0657884975452,-122.7216569,38157.27848101266,146000,41385.294117647056,128000
201,201,Chevron,47.5495204975452,-122.3345438,47574.08,240000,50688.046875,240000
202,202,Chevron,47.7560094975452,-122.2332735,41290.66,199000,48437.22222222222,199000
203,203,Chevron,48.3904864975452,-122.5014136,22609.64912280702,72000,35500.0,37000
204,204,Chevron,48.0201382975452,-123.0039779,10876.470588235294,27000,11816.666666666666,19000
205,205,Chevron,48.0790118975452,-123.1721234,15244.827586206897,31000,11805.0,27000
206,206,Chevron,47.1495814975452,-122.2932722,40567.03601108033,219000,37192.857142857145,104000
207,207,Chevron,48.7723261975452,-122.4582975,20518.75,69000,24015.853658536584,69000
208,208,Chevron,47.2421218975452,-122.4125822,40679.78,219000,45206.89024390244,219000
209,209,Chevron,47.2053531975452,-122.291978,39702.16560509554,219000,38132.11678832117,188000
210,210,Chevron,48.7447840975452,-122.471262,21169.685039370077,69000,23475.243902439026,69000
211,211,Chevron,48.7297252975452,-122.4750012,21905.564516129034,69000,22622.409638554218,69000
212,212,Chevron,47.1876782975452,-122.2940514,39864.48275862069,219000,35286.82170542636,186000
213,213,Chevron,48.0040983975452,-122.1059361,31487.721518987342,182000,32465.4128440367,173000
214,214,Chevron,48.9388226975452,-122.4859352,12862.894736842105,49000,9307.857142857143,19000
215,215,Chevron,47.8585254975452,-121.8306133,18350.0,46000,18000.0,23000
216,216,Chevron,47.2497193975452,-122.2525839,38396.78321678322,219000,35583.11320754717,186000
217,217,Chevron,47.5377058975452,-122.0367257,38628.753993610226,185000,34136.96428571428,111000
218,218,Chevron,45.6398841975452,-121.9755167,5966.666666666667,7900,5700.0,7600
219,219,Chevron,45.6949392975452,-121.8813558,5790.0,7900,6125.0,7900
220,220,Chevron,46.7283603975452,-122.9783507,20959.684210526317,75000,19388.11320754717,75000
221,221,Chevron,46.3007044975452,-119.2818444,18564.056603773584,75000,22077.14285714286,75000
222,222,Chevron,46.2675056975452,-119.9217089,9123.030303030304,28000,10046.153846153846,28000
223,223,Chevron,46.4060911975452,-120.2778035,10335.483870967742,29000,11030.555555555555,29000
224,224,Chevron,47.5241334975452,-122.3151932,47642.68,240000,41375.92391304348,240000
225,225,Chevron,48.0715126975452,-122.0107703,32010.0,143000,12700.0,22000
226,226,Chevron,47.6208689975452,-122.2276006,48609.62,240000,55682.8431372549,240000
227,227,Chevron,47.1020658975452,-119.2463028,10042.5,29000,11668.620689655172,29000
228,228,Chevron,46.9757505975452,-120.5416555,11640.238095238095,33000,12009.0,33000
229,229,Chevron,46.5355248975452,-121.9570107,1978.75,4900,1561.4285714285713,4200
230,230,Chevron,46.9020262975452,-123.0193702,25139.70297029703,100000,21461.0,66000
231,231,Chevron,47.0059763975452,-120.5858983,11460.731707317073,33000,13811.538461538461,33000
232,232,Chevron,47.1287647975452,-122.0496079,15771.639344262296,61000,10066.666666666666,22000
233,233,Chevron,47.1581762975452,-122.0380399,15807.58064516129,61000,9420.0,22000
234,234,Chevron,47.1671591975452,-122.1433802,31469.764705882353,104000,21606.060606060608,61000
235,235,Chevron,47.1747439975452,-122.1847311,32344.233576642335,188000,35384.375,104000
236,236,Chevron,47.2751083975452,-122.5842581,40989.1796875,219000,28993.93442622951,102000
237,237,Chevron,47.1999371975452,-123.0918771,11359.183673469388,29000,12178.787878787878,29000
238,238,Chevron,47.2660383975452,-123.0096406,10440.0,29000,11720.0,15000
239,239,Chevron,47.4661071975452,-123.849218,2300.0,2600,2333.3333333333335,2600
240,240,Chevron,47.5781143975452,-122.2976155,47353.74,240000,57847.74647887324,240000
241,241,Chevron,47.7417968975452,-122.3448137,43736.013071895424,201000,41710.95238095238,199000
242,242,Chevron,47.6874587975452,-122.669343,19956.176470588234,61000,19172.941176470587,60000
243,243,Chevron,47.8015080975452,-122.109756,39229.17378917379,187000,35592.42424242424,123000
244,244,Chevron,47.8486839975452,-122.1167502,35543.96866840731,187000,19342.916666666668,36000
245,245,Chevron,47.7768974975452,-122.3135036,41743.1875,199000,38576.649746192896,199000
246,246,Chevron,47.9216345975452,-122.2289414,35593.825136612024,187000,34975.12195121951,182000
247,247,Chevron,47.9821519975452,-122.201882,32457.319587628866,182000,34000.20979020979,182000
248,248,Chevron,47.8044417975452,-122.5695273,13150.574712643678,49000,10640.90909090909,23000
249,249,Chevron,48.5017133975452,-122.2573619,20116.793893129772,72000,18015.384615384617,68000
250,250,Chevron,48.9965024975452,-122.2652836,4055.8333333333335,10000,2982.3076923076924,6200
251,251,Chevron,48.9355185975452,-122.7259052,8549.850746268658,41000,4930.243902439024,21000
252,252,Chevron Gas Station,46.9969877975452,-122.8069464,31788.538011695906,133000,37442.25352112676,133000
253,253,Chevron Station,48.0830372975452,-121.9751074,36098.333333333336,138000,9666.666666666666,18000
254,254,Circle K,46.7285784975452,-120.7005055,10617.391304347826,33000,4714.285714285715,9800
255,255,Circle K,47.2146711975452,-122.4733892,41250.55825242718,219000,46249.39698492462,219000
256,256,Coleman Oil,48.7049048975452,-119.4415227,4628.571428571428,6700,4725.0,6700
257,257,Colville's Too,47.6696737975452,-117.8767617,4817.0,9100,3652.8571428571427,6600
258,258,Comdata CFN,47.0535539975452,-120.6612486,15060.0,33000,13187.5,32000
259,259,Conoco,46.3082340975452,-120.0206192,9457.241379310344,28000,10167.407407407407,28000
260,260,Conoco,46.9706967975452,-120.5381169,11640.238095238095,33000,12009.0,33000
261,261,Conoco,46.2110838975452,-119.7599022,8922.093023255815,28000,8857.894736842105,25000
262,262,Conoco,46.2575773975452,-119.9098226,9123.030303030304,28000,9504.166666666666,28000
263,263,Conoco,46.2577219975452,-119.9100801,9123.030303030304,28000,9504.166666666666,28000
264,264,Conoco,46.3748820975452,-120.3247196,10467.213114754099,29000,10271.42857142857,29000
265,265,Conoco,46.3751946975452,-120.3178209,10578.333333333334,29000,10271.42857142857,29000
266,266,Conoco,47.0070638975452,-120.5869983,11460.731707317073,33000,13604.0,33000
267,267,Conoco,46.2517888975452,-119.4744757,12903.555555555555,72000,8995.185185185184,27000
268,268,Conoco,47.7591865975452,-118.7088659,2156.6666666666665,4000,2262.0,4000
269,269,Conoco,46.7940530975452,-118.7537818,2769.285714285714,9400,3745.5555555555557,9400
270,270,Conoco,47.6899266975452,-117.1962615,26661.3125,122000,28437.428571428572,106000
271,271,Conoco,46.3463267975452,-120.1803222,10045.479452054795,29000,9845.833333333334,26000
272,272,Conoco,46.8887041975452,-117.3640078,5047.6,10000,5662.777777777777,10000
273,273,Conoco,46.3115286975452,-119.2851282,18981.047120418847,75000,23076.190476190477,75000
274,274,Conoco,46.2562216975452,-119.8977689,8863.384615384615,28000,10800.0,28000
275,275,Conoco,47.1013410975452,-119.248285,10136.117647058823,29000,11668.620689655172,29000
276,276,Conoco,46.6063441975452,-120.5076614,14431.142857142857,51000,15786.857142857143,51000
277,277,Conoco,48.3373396975452,-117.3041697,1916.6666666666667,3100,1940.0,3100
278,278,Conoco/Phillips,47.0452087975452,-122.8688457,32866.2962962963,133000,34710.10101010101,133000
279,279,Co-Op Farm & Garden,48.0799600975452,-123.0987656,12924.0,27000,12413.636363636364,27000
280,280,Costco Gasoline,47.9047217975452,-122.2077097,35173.984168865434,187000,37823.50993377483,182000
281,281,Costco Gasoline,48.7900867975452,-122.5135634,20183.40740740741,69000,24509.876543209877,69000
282,282,Costco Gasoline,47.2235669975452,-122.4681592,41444.1686746988,219000,45969.187817258884,219000
283,283,Costco Gasoline,47.5503195975452,-122.0507789,39484.097859327216,185000,26922.87671232877,111000
284,284,Costco Gasoline,46.9963293975452,-122.918618,30921.656050955415,133000,32610.30612244898,133000
285,285,Costco Gasoline,47.4032736975452,-120.2811181,14655.432098765432,56000,16592.59259259259,56000
286,286,Costco Gasoline,47.1572912975452,-122.3084655,40925.72890025575,219000,36662.376237623765,104000
287,287,Costco Gasoline,47.0580377975452,-122.7604415,34934.82142857143,133000,38697.41379310345,132000
288,288,Country Corner,48.6960268975452,-122.8849055,0.0,0,0.0,0
289,289,DEF Fuel,48.1187742975452,-123.4498251,12323.529411764706,35000,12344.444444444445,35000
290,290,Delta Gas & Grocery,48.9355402975452,-122.5524432,11466.666666666666,49000,11655.714285714286,31000
291,291,Donna's Truck Stop,48.0998082975452,-122.1885531,31659.842105263157,173000,38958.333333333336,138000
292,292,Dr. Dan's Biodiesel,47.6652557975452,-122.3692805,49567.68674698795,240000,50816.57534246575,201000
293,293,Driscoll One Stop,47.6966090975452,-117.4565291,24145.94827586207,122000,28425.28846153846,120000
294,294,Exxon,48.9978201975452,-122.7495127,5298.0,21000,3969.0,11000
295,295,Exxon,46.2123363975452,-119.2259223,17063.49019607843,75000,21572.945736434107,75000
296,296,Exxon,46.9775238975452,-120.5426587,11640.238095238095,33000,12009.0,33000
297,297,Exxon,48.8432982975452,-122.2883146,16232.876712328767,69000,6830.7692307692305,11000
298,298,Exxon,46.1965883975452,-119.2649331,17522.333333333332,75000,17358.222222222223,75000
299,299,Exxon,46.2901152975452,-119.2745795,17568.63829787234,75000,21288.488372093023,75000
300,300,Exxon,46.1845413975452,-119.1777292,16882.222222222223,75000,18571.058823529413,66000
301,301,Exxon,46.2127194975452,-119.2014733,16925.658914728683,75000,20092.587412587414,75000
302,302,Exxon,46.2968801975452,-119.3392798,17089.51724137931,75000,16887.931034482757,72000
303,303,Exxon,47.9416920975452,-119.0038414,2374.6666666666665,5700,2374.6666666666665,5700
304,304,Fast Fuel,47.0474615975452,-122.8986562,32840.194805194806,133000,34669.13461538462,133000
305,305,Fisherman's Cove Marina,48.7312493975452,-122.6693541,22658.775510204083,69000,0.0,0
306,306,Flying K,46.4392174975452,-122.8457712,12730.25974025974,50000,13223.333333333334,44000
307,307,Flying K,46.7596406975452,-122.0399035,3350.0,5200,2900.0,3500
